unit_code,organization_id,blood_group,component_type,collection_date,expiry_date,status,quality_testing_status,storage_location,source_donation_id
BU-E17D7214,HOSP_E,O_POSITIVE,PLASMA,2024-05-15,2025-05-15,AVAILABLE,PENDING,Shelf-B1,DON_00350
BU-E33D5DF3,HOSP_B,A_NEGATIVE,WHOLE_BLOOD,2024-12-07,2025-01-11,USED,PASSED,Shelf-C1,DON_00247
BU-4EE4448F,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-11-29,2025-01-03,USED,PASSED,Shelf-A1,DON_00487
BU-C2FF6656,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-12-28,2025-02-01,RECEIVED,FAILED,Shelf-A1,DON_00334
BU-939E80E4,HOSP_A,B_POSITIVE,WHOLE_BLOOD,2024-12-16,2025-01-20,USED,PASSED,Fridge-1,DON_00322
BU-F54CCA6B,HOSP_B,B_POSITIVE,RBC,2024-12-16,2025-01-27,EXPIRED,PASSED,Fridge-1,DON_00466
BU-47D2FB39,BB_B,A_POSITIVE,PLASMA,2024-06-06,2025-06-06,USED,PASSED,Shelf-B1,DON_00241
BU-0CECCC34,HOSP_A,O_POSITIVE,PLASMA,2024-02-08,2025-02-07,AVAILABLE,PASSED,Shelf-C1,DON_00271
BU-C2B249DD,HOSP_B,AB_NEGATIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PENDING,Platelet-Agitator-1,DON_00780
BU-08AD4B17,HOSP_B,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,DISPATCHED,PENDING,Platelet-Agitator-1,DON_00696
BU-0A7A6708,BB_B,O_POSITIVE,RBC,2024-12-10,2025-01-21,EXPIRED,PASSED,Shelf-B2,DON_00575
BU-729B80D1,HOSP_E,B_POSITIVE,PLASMA,2024-05-26,2025-05-26,QUARANTINED,FAILED,Fridge-2,DON_00029
BU-2A845710,HOSP_C,O_POSITIVE,PLASMA,2024-11-08,2025-11-08,DISPATCHED,REVIEW_REQUIRED,Fridge-1,DON_00067
BU-0F1CDA10,HOSP_E,O_NEGATIVE,PLASMA,2024-08-27,2025-08-27,RECEIVED,FAILED,Fridge-1,DON_00452
BU-7203907C,HOSP_B,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,USED,REVIEW_REQUIRED,Shelf-B1,DON_00562
BU-12DBF444,HOSP_E,A_POSITIVE,PLATELETS,2024-12-31,2025-01-05,USED,FAILED,Shelf-B1,DON_00737
BU-51C15D97,HOSP_E,O_POSITIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,EXPIRED,PASSED,Shelf-A2,DON_00282
BU-80C33AC9,BB_A,O_POSITIVE,WHOLE_BLOOD,2024-12-02,2025-01-06,EXPIRED,PASSED,Fridge-3,DON_00647
BU-F9E3B325,BB_B,B_POSITIVE,RBC,2024-12-19,2025-01-30,RESERVED,PENDING,Fridge-1,DON_00588
BU-63D77E98,HOSP_C,O_NEGATIVE,PLATELETS,2024-12-27,2025-01-01,QUARANTINED,FAILED,Shelf-B2,DON_00015
BU-9D7DD5BD,BB_B,O_POSITIVE,PLASMA,2024-04-24,2025-04-24,RESERVED,PASSED,Shelf-A2,DON_00087
BU-8D94DB46,HOSP_A,A_POSITIVE,PLATELETS,2024-12-28,2025-01-02,EXPIRED,PASSED,Shelf-A2,DON_00316
BU-AD21C98A,BB_B,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,RESERVED,PASSED,Shelf-B2,DON_00229
BU-629B109E,HOSP_A,A_POSITIVE,PLASMA,2024-05-26,2025-05-26,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00087
BU-0F2D09DA,HOSP_C,B_POSITIVE,PLATELETS,2024-12-28,2025-01-02,RECEIVED,FAILED,Shelf-B1,DON_00320
BU-C8907925,HOSP_E,B_POSITIVE,PLATELETS,2024-12-31,2025-01-05,AVAILABLE,PASSED,Fridge-2,DON_00612
BU-16A73F64,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-29,2025-02-02,DISPATCHED,PASSED,Shelf-B1,DON_00720
BU-1A3C46DE,HOSP_C,A_POSITIVE,RBC,2024-12-03,2025-01-14,DISPATCHED,PASSED,Shelf-B1,DON_00192
BU-1C2BAFB1,BB_B,B_POSITIVE,WHOLE_BLOOD,2024-12-21,2025-01-25,RECEIVED,PASSED,Fridge-2,DON_00091
BU-2526BA56,HOSP_C,O_POSITIVE,PLASMA,2024-01-16,2025-01-15,AVAILABLE,FAILED,Fridge-1,DON_00675
BU-3AFD3802,HOSP_E,O_NEGATIVE,PLATELETS,2024-12-27,2025-01-01,QUARANTINED,FAILED,Shelf-B1,DON_00731
BU-DBBE45CE,HOSP_A,O_POSITIVE,PLASMA,2024-05-06,2025-05-06,AVAILABLE,PASSED,Shelf-A2,DON_00727
BU-B746EAE0,HOSP_D,B_POSITIVE,WHOLE_BLOOD,2024-12-03,2025-01-07,QUARANTINED,FAILED,Shelf-B2,DON_00579
BU-5B958B4A,HOSP_D,A_POSITIVE,PLATELETS,2024-12-26,2024-12-31,QUARANTINED,FAILED,Shelf-C1,DON_00554
BU-AB3DED6C,HOSP_C,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,DISPATCHED,PENDING,Shelf-B2,DON_00191
BU-D607AB2C,HOSP_E,AB_POSITIVE,RBC,2024-12-08,2025-01-19,DISPATCHED,PASSED,Shelf-B1,DON_00375
BU-54CB603C,HOSP_C,O_POSITIVE,RBC,2024-11-20,2025-01-01,RESERVED,PASSED,Fridge-1,DON_00256
BU-171FC6AA,HOSP_D,A_POSITIVE,RBC,2024-12-17,2025-01-28,AVAILABLE,PASSED,Fridge-2,DON_00710
BU-6894351F,HOSP_E,O_POSITIVE,WHOLE_BLOOD,2024-12-21,2025-01-25,QUARANTINED,FAILED,Platelet-Agitator-1,DON_00500
BU-92652DF5,BB_B,O_POSITIVE,PLASMA,2024-12-23,2025-12-23,QUARANTINED,FAILED,Fridge-1,DON_00056
BU-9E9EE3EA,HOSP_D,AB_POSITIVE,WHOLE_BLOOD,2024-12-02,2025-01-06,AVAILABLE,PASSED,Shelf-B1,DON_00207
BU-A5EECE05,HOSP_C,A_POSITIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PENDING,Fridge-2,DON_00547
BU-A9AF9016,HOSP_B,O_POSITIVE,PLASMA,2024-02-29,2025-02-28,AVAILABLE,PENDING,Fridge-1,DON_00535
BU-7D5D7B9A,HOSP_B,O_POSITIVE,WHOLE_BLOOD,2024-12-05,2025-01-09,USED,FAILED,Shelf-B1,DON_00137
BU-F2DEB6B2,HOSP_B,O_POSITIVE,PLASMA,2024-05-02,2025-05-02,RESERVED,PASSED,Shelf-B1,DON_00205
BU-DEE7CB36,BB_A,O_NEGATIVE,PLATELETS,2024-12-30,2025-01-04,RECEIVED,PASSED,Fridge-1,DON_00354
BU-43E29344,HOSP_D,O_NEGATIVE,WHOLE_BLOOD,2024-12-22,2025-01-26,DISPATCHED,FAILED,Shelf-A2,DON_00784
BU-C6A9F460,HOSP_A,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,REVIEW_REQUIRED,Shelf-A1,DON_00246
BU-936DACE3,HOSP_E,B_POSITIVE,PLASMA,2024-03-27,2025-03-27,AVAILABLE,PENDING,Shelf-A1,DON_00281
BU-BDC4C39C,HOSP_B,O_POSITIVE,WHOLE_BLOOD,2024-12-30,2025-02-03,AVAILABLE,PASSED,Fridge-3,DON_00214
BU-97CB7DBB,HOSP_A,A_POSITIVE,PLASMA,2024-08-16,2025-08-16,AVAILABLE,PASSED,Shelf-A2,DON_00583
BU-AE7DC83E,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-12-14,2025-01-18,AVAILABLE,REVIEW_REQUIRED,Fridge-2,DON_00073
BU-7DAC1700,HOSP_D,B_POSITIVE,RBC,2024-11-27,2025-01-08,DISPATCHED,PASSED,Shelf-B1,DON_00380
BU-DF09B882,HOSP_C,B_POSITIVE,PLASMA,2024-07-25,2025-07-25,USED,PASSED,Fridge-3,DON_00744
BU-413B26FE,BB_B,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,QUARANTINED,REVIEW_REQUIRED,Shelf-C1,DON_00291
BU-A6B3B199,HOSP_A,O_POSITIVE,RBC,2024-12-09,2025-01-20,AVAILABLE,PASSED,Shelf-A2,DON_00161
BU-6C8A4ED0,BB_A,A_POSITIVE,PLATELETS,2024-12-28,2025-01-02,DISPATCHED,PASSED,Fridge-3,DON_00388
BU-B3AA8600,HOSP_D,B_POSITIVE,WHOLE_BLOOD,2024-12-07,2025-01-11,USED,PASSED,Fridge-3,DON_00711
BU-EF53E3BE,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-16,2025-01-20,AVAILABLE,PASSED,Shelf-C1,DON_00610
BU-30ED73C8,BB_B,O_NEGATIVE,PLASMA,2024-03-12,2025-03-12,AVAILABLE,PASSED,Shelf-A1,DON_00236
BU-A81EF07D,HOSP_C,O_POSITIVE,RBC,2024-12-17,2025-01-28,EXPIRED,PASSED,Shelf-A1,DON_00247
BU-2F5F2FFD,HOSP_B,A_POSITIVE,PLASMA,2024-10-05,2025-10-05,RECEIVED,REVIEW_REQUIRED,Shelf-C1,DON_00392
BU-29477EDF,HOSP_B,O_POSITIVE,RBC,2024-12-21,2025-02-01,AVAILABLE,FAILED,Fridge-2,DON_00686
BU-AFC88C8F,BB_A,A_POSITIVE,WHOLE_BLOOD,2024-12-23,2025-01-27,AVAILABLE,PASSED,Shelf-A2,DON_00408
BU-CDC796CF,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-11-29,2025-01-03,QUARANTINED,FAILED,Shelf-A1,DON_00152
BU-B1088FA8,BB_B,O_POSITIVE,PLASMA,2024-08-14,2025-08-14,USED,PASSED,Shelf-A2,DON_00375
BU-2997C899,HOSP_A,O_NEGATIVE,RBC,2024-11-25,2025-01-06,RESERVED,FAILED,Fridge-2,DON_00526
BU-8D688D58,HOSP_D,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Fridge-3,DON_00364
BU-F1FD2A82,HOSP_C,O_POSITIVE,RBC,2024-12-08,2025-01-19,AVAILABLE,FAILED,Shelf-C1,DON_00102
BU-0587A537,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-22,2025-01-26,USED,PASSED,Platelet-Agitator-1,DON_00725
BU-3D83791D,HOSP_A,O_POSITIVE,RBC,2024-11-30,2025-01-11,QUARANTINED,REVIEW_REQUIRED,Fridge-2,DON_00278
BU-295DD30E,BB_B,O_POSITIVE,PLASMA,2024-06-23,2025-06-23,USED,PASSED,Fridge-2,DON_00248
BU-BDEC5307,HOSP_D,A_POSITIVE,WHOLE_BLOOD,2024-12-31,2025-02-04,AVAILABLE,PASSED,Fridge-3,DON_00053
BU-BD4C3EA4,HOSP_C,O_POSITIVE,PLASMA,2024-04-28,2025-04-28,RESERVED,PASSED,Fridge-3,DON_00747
BU-D89FCA95,BB_A,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,USED,PASSED,Shelf-A2,DON_00382
BU-DBC96A8C,HOSP_C,B_POSITIVE,RBC,2024-12-03,2025-01-14,QUARANTINED,REVIEW_REQUIRED,Shelf-A2,DON_00369
BU-B608F4FD,HOSP_B,O_POSITIVE,RBC,2024-12-09,2025-01-20,RECEIVED,REVIEW_REQUIRED,Fridge-3,DON_00067
BU-D03C4EA1,BB_A,A_POSITIVE,RBC,2024-12-08,2025-01-19,EXPIRED,FAILED,Shelf-B2,DON_00256
BU-DBCD4155,HOSP_E,O_POSITIVE,PLASMA,2024-05-03,2025-05-03,DISPATCHED,PASSED,Shelf-A1,DON_00319
BU-49D579F6,BB_A,O_NEGATIVE,PLASMA,2024-10-03,2025-10-03,AVAILABLE,PENDING,Shelf-A2,DON_00731
BU-5BEAEBD6,HOSP_C,B_NEGATIVE,PLASMA,2024-02-28,2025-02-27,AVAILABLE,REVIEW_REQUIRED,Shelf-C1,DON_00210
BU-2D387574,BB_A,O_POSITIVE,PLASMA,2024-01-29,2025-01-28,USED,REVIEW_REQUIRED,Shelf-B1,DON_00277
BU-D721FEA4,BB_B,A_POSITIVE,PLATELETS,2024-12-26,2024-12-31,QUARANTINED,REVIEW_REQUIRED,Fridge-3,DON_00112
BU-0D29B7C6,HOSP_B,A_POSITIVE,RBC,2024-12-19,2025-01-30,AVAILABLE,PASSED,Shelf-B2,DON_00228
BU-766428AC,BB_B,O_POSITIVE,RBC,2024-12-01,2025-01-12,AVAILABLE,PASSED,Shelf-A1,DON_00104
BU-357949A2,BB_A,O_NEGATIVE,PLASMA,2024-12-31,2025-12-31,DISPATCHED,PASSED,Shelf-B1,DON_00069
BU-785C557E,BB_B,A_POSITIVE,RBC,2024-11-29,2025-01-10,RESERVED,PENDING,Shelf-A2,DON_00752
BU-B72FDED4,HOSP_C,O_POSITIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PENDING,Platelet-Agitator-1,DON_00008
BU-F9DB86B8,BB_A,B_POSITIVE,RBC,2024-11-29,2025-01-10,RESERVED,PASSED,Shelf-A2,DON_00702
BU-CF0F78DA,BB_A,A_POSITIVE,PLASMA,2024-06-19,2025-06-19,RESERVED,PENDING,Fridge-1,DON_00627
BU-45ED7163,BB_B,O_POSITIVE,PLASMA,2024-09-03,2025-09-03,AVAILABLE,PASSED,Fridge-2,DON_00353
BU-469C793F,HOSP_E,O_POSITIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,RECEIVED,PASSED,Fridge-1,DON_00769
BU-95741B11,BB_A,A_POSITIVE,RBC,2024-12-02,2025-01-13,USED,FAILED,Fridge-1,DON_00663
BU-BC9CB36E,HOSP_B,O_POSITIVE,PLASMA,2024-11-13,2025-11-13,RECEIVED,FAILED,Fridge-3,DON_00083
BU-8AE06657,BB_A,A_POSITIVE,PLATELETS,2024-12-30,2025-01-04,RESERVED,PASSED,Fridge-3,DON_00317
BU-A8E5EED7,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-18,2025-01-22,USED,PASSED,Shelf-A1,DON_00353
BU-4FAF7F1D,HOSP_E,A_POSITIVE,PLATELETS,2024-12-28,2025-01-02,RESERVED,FAILED,Shelf-B2,DON_00652
BU-811B465E,HOSP_A,A_POSITIVE,PLASMA,2024-07-11,2025-07-11,DISPATCHED,PASSED,Shelf-A1,DON_00451
BU-5B9B4932,HOSP_B,O_NEGATIVE,PLASMA,2024-02-13,2025-02-12,AVAILABLE,PASSED,Fridge-3,DON_00692
BU-B2E3E9D0,HOSP_B,O_NEGATIVE,RBC,2024-12-21,2025-02-01,AVAILABLE,FAILED,Fridge-1,DON_00559
BU-7260BE15,HOSP_C,A_POSITIVE,PLASMA,2024-05-05,2025-05-05,RECEIVED,FAILED,Shelf-A2,DON_00451
BU-8A832331,HOSP_B,O_POSITIVE,PLASMA,2024-04-10,2025-04-10,USED,PASSED,Platelet-Agitator-1,DON_00353
BU-AD29DABB,HOSP_D,A_POSITIVE,WHOLE_BLOOD,2024-12-31,2025-02-04,RECEIVED,PASSED,Fridge-3,DON_00338
BU-C97445F8,HOSP_A,O_POSITIVE,RBC,2024-12-31,2025-02-11,QUARANTINED,FAILED,Shelf-B1,DON_00001
BU-BCD87B87,HOSP_D,A_POSITIVE,PLASMA,2024-02-26,2025-02-25,RECEIVED,REVIEW_REQUIRED,Fridge-1,DON_00799
BU-4CB503F3,HOSP_D,B_POSITIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,USED,REVIEW_REQUIRED,Shelf-C1,DON_00680
BU-7956811C,HOSP_A,A_POSITIVE,PLASMA,2024-09-22,2025-09-22,RESERVED,PASSED,Fridge-3,DON_00023
BU-44095291,BB_A,B_POSITIVE,WHOLE_BLOOD,2024-12-10,2025-01-14,RESERVED,PENDING,Platelet-Agitator-1,DON_00789
BU-F684DBA1,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-11-28,2025-01-02,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00540
BU-E44D53D0,HOSP_C,O_NEGATIVE,PLATELETS,2024-12-26,2024-12-31,QUARANTINED,FAILED,Platelet-Agitator-1,DON_00005
BU-A075C8FC,HOSP_C,B_POSITIVE,RBC,2024-12-22,2025-02-02,RECEIVED,PASSED,Shelf-B2,DON_00045
BU-9817516D,HOSP_C,A_POSITIVE,RBC,2024-11-23,2025-01-04,RECEIVED,REVIEW_REQUIRED,Shelf-C1,DON_00479
BU-5365D067,HOSP_E,A_POSITIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,PASSED,Shelf-A2,DON_00748
BU-608E61B3,HOSP_C,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,DISPATCHED,FAILED,Platelet-Agitator-1,DON_00738
BU-C1063C68,BB_B,A_POSITIVE,WHOLE_BLOOD,2024-12-18,2025-01-22,AVAILABLE,PENDING,Platelet-Agitator-1,DON_00462
BU-27D5B855,HOSP_E,B_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PASSED,Fridge-3,DON_00176
BU-681E8782,HOSP_C,A_POSITIVE,PLASMA,2024-01-10,2025-01-09,RESERVED,FAILED,Platelet-Agitator-1,DON_00538
BU-A27E1C70,HOSP_B,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,QUARANTINED,REVIEW_REQUIRED,Shelf-B1,DON_00715
BU-BC64CA58,HOSP_B,B_POSITIVE,RBC,2024-11-27,2025-01-08,RECEIVED,PASSED,Shelf-B2,DON_00613
BU-46AD4C26,BB_B,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,DISPATCHED,REVIEW_REQUIRED,Shelf-A1,DON_00430
BU-777B968E,HOSP_D,O_POSITIVE,RBC,2024-12-08,2025-01-19,RECEIVED,FAILED,Shelf-B1,DON_00372
BU-6D5421AB,HOSP_D,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,USED,PASSED,Fridge-3,DON_00315
BU-E9ADC6B2,HOSP_A,AB_NEGATIVE,PLASMA,2024-03-08,2025-03-08,DISPATCHED,REVIEW_REQUIRED,Fridge-2,DON_00133
BU-92245564,HOSP_A,O_POSITIVE,RBC,2024-11-22,2025-01-03,QUARANTINED,FAILED,Shelf-C1,DON_00501
BU-EB8E0D7B,BB_B,A_NEGATIVE,RBC,2024-11-25,2025-01-06,USED,PENDING,Fridge-1,DON_00233
BU-DA23EB77,BB_B,O_POSITIVE,PLATELETS,2024-12-31,2025-01-05,DISPATCHED,PASSED,Shelf-A1,DON_00574
BU-073D7C93,BB_A,A_POSITIVE,WHOLE_BLOOD,2024-12-03,2025-01-07,AVAILABLE,FAILED,Fridge-1,DON_00097
BU-6A8BCDEB,BB_B,O_POSITIVE,RBC,2024-11-20,2025-01-01,AVAILABLE,PENDING,Fridge-1,DON_00441
BU-D66C0160,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-12-17,2025-01-21,AVAILABLE,PASSED,Shelf-A2,DON_00639
BU-787A4CAC,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-18,2025-01-22,QUARANTINED,REVIEW_REQUIRED,Shelf-A2,DON_00740
BU-C35D87A1,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-12-25,2025-01-29,RESERVED,FAILED,Shelf-A2,DON_00272
BU-EC880E0B,HOSP_E,A_NEGATIVE,WHOLE_BLOOD,2024-12-17,2025-01-21,QUARANTINED,FAILED,Shelf-A2,DON_00301
BU-26FD2CF7,HOSP_A,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,RESERVED,FAILED,Fridge-1,DON_00048
BU-09F404F6,HOSP_B,B_POSITIVE,RBC,2024-12-31,2025-02-11,RESERVED,FAILED,Fridge-3,DON_00117
BU-FCDF57B1,HOSP_A,B_POSITIVE,PLASMA,2024-12-17,2025-12-17,USED,PASSED,Shelf-B1,DON_00522
BU-88A5E6B4,HOSP_E,A_NEGATIVE,RBC,2024-12-25,2025-02-05,AVAILABLE,PASSED,Fridge-1,DON_00356
BU-4BD5DF7D,HOSP_C,A_POSITIVE,WHOLE_BLOOD,2024-12-14,2025-01-18,RECEIVED,PASSED,Shelf-A1,DON_00640
BU-9EE95408,BB_B,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,EXPIRED,PENDING,Shelf-B1,DON_00477
BU-8EC3A962,HOSP_A,O_NEGATIVE,PLATELETS,2024-12-29,2025-01-03,RECEIVED,PENDING,Shelf-B2,DON_00246
BU-D4C161BE,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-12-18,2025-01-22,AVAILABLE,PASSED,Fridge-2,DON_00267
BU-CEC6BDB3,BB_B,B_POSITIVE,PLASMA,2024-07-02,2025-07-02,RECEIVED,PASSED,Shelf-A1,DON_00785
BU-F5685105,HOSP_A,A_POSITIVE,RBC,2024-12-02,2025-01-13,USED,FAILED,Shelf-C1,DON_00190
BU-B022DEB3,HOSP_B,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00743
BU-04006823,BB_B,A_POSITIVE,RBC,2024-11-28,2025-01-09,AVAILABLE,PASSED,Fridge-1,DON_00347
BU-CB319A82,HOSP_C,A_POSITIVE,WHOLE_BLOOD,2024-11-28,2025-01-02,QUARANTINED,FAILED,Fridge-1,DON_00704
BU-82C5F6D4,HOSP_E,O_POSITIVE,PLATELETS,2024-12-28,2025-01-02,RECEIVED,PENDING,Shelf-A1,DON_00302
BU-6844082E,HOSP_E,O_POSITIVE,PLASMA,2024-11-17,2025-11-17,RECEIVED,PENDING,Platelet-Agitator-1,DON_00263
BU-B363783C,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-12-05,2025-01-09,AVAILABLE,PASSED,Shelf-C1,DON_00598
BU-DACD0D65,HOSP_C,O_POSITIVE,RBC,2024-12-12,2025-01-23,QUARANTINED,FAILED,Fridge-1,DON_00246
BU-208E5804,HOSP_E,A_POSITIVE,PLASMA,2024-01-14,2025-01-13,EXPIRED,PASSED,Fridge-3,DON_00689
BU-A9A01243,BB_B,B_NEGATIVE,PLASMA,2024-02-27,2025-02-26,AVAILABLE,PASSED,Shelf-B2,DON_00076
BU-3A6A2F45,HOSP_D,O_NEGATIVE,RBC,2024-12-16,2025-01-27,RESERVED,REVIEW_REQUIRED,Fridge-3,DON_00178
BU-778E8159,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-12-04,2025-01-08,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00395
BU-95132A63,HOSP_D,O_POSITIVE,PLASMA,2024-03-28,2025-03-28,RESERVED,PASSED,Shelf-A1,DON_00433
BU-6722D1B5,HOSP_E,A_POSITIVE,PLASMA,2024-04-27,2025-04-27,AVAILABLE,REVIEW_REQUIRED,Fridge-2,DON_00313
BU-B61FD800,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-29,2025-02-02,QUARANTINED,FAILED,Fridge-2,DON_00650
BU-4E4A26A5,BB_A,A_POSITIVE,WHOLE_BLOOD,2024-12-10,2025-01-14,RECEIVED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00646
BU-6C35E87B,HOSP_A,A_POSITIVE,PLASMA,2024-07-18,2025-07-18,AVAILABLE,PASSED,Fridge-2,DON_00561
BU-9FA8ED0E,HOSP_A,O_POSITIVE,RBC,2024-12-07,2025-01-18,QUARANTINED,REVIEW_REQUIRED,Shelf-A2,DON_00132
BU-19A0CDF9,HOSP_B,AB_NEGATIVE,RBC,2024-12-24,2025-02-04,EXPIRED,PASSED,Shelf-A1,DON_00662
BU-32D82D3D,HOSP_B,O_POSITIVE,WHOLE_BLOOD,2024-12-03,2025-01-07,EXPIRED,FAILED,Shelf-A1,DON_00712
BU-48DEAF92,BB_B,A_NEGATIVE,RBC,2024-12-20,2025-01-31,QUARANTINED,REVIEW_REQUIRED,Fridge-1,DON_00382
BU-1D1EFDB9,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-08,2025-01-12,AVAILABLE,REVIEW_REQUIRED,Fridge-2,DON_00265
BU-3570A630,HOSP_E,B_POSITIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,PASSED,Shelf-B1,DON_00075
BU-DFFE8880,BB_A,B_POSITIVE,RBC,2024-12-19,2025-01-30,AVAILABLE,REVIEW_REQUIRED,Fridge-2,DON_00087
BU-A9ECDCE1,HOSP_C,O_POSITIVE,PLASMA,2024-11-26,2025-11-26,RESERVED,PASSED,Shelf-B2,DON_00440
BU-ECFF6A5A,BB_A,O_POSITIVE,PLASMA,2024-07-09,2025-07-09,AVAILABLE,PENDING,Fridge-2,DON_00427
BU-9F594BA5,BB_A,B_NEGATIVE,RBC,2024-12-23,2025-02-03,AVAILABLE,REVIEW_REQUIRED,Shelf-A2,DON_00359
BU-F96AAC04,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-12-26,2025-01-30,AVAILABLE,PENDING,Fridge-1,DON_00041
BU-B0BC07EE,HOSP_B,O_POSITIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,USED,PENDING,Fridge-1,DON_00708
BU-243F0128,BB_A,A_NEGATIVE,PLASMA,2024-05-19,2025-05-19,AVAILABLE,FAILED,Shelf-A1,DON_00329
BU-C4876CF7,HOSP_D,AB_POSITIVE,RBC,2024-11-27,2025-01-08,EXPIRED,PASSED,Fridge-3,DON_00415
BU-911B99B3,BB_B,A_POSITIVE,WHOLE_BLOOD,2024-11-27,2025-01-01,QUARANTINED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00560
BU-642B149A,HOSP_B,A_NEGATIVE,PLASMA,2024-10-01,2025-10-01,RECEIVED,PASSED,Platelet-Agitator-1,DON_00295
BU-36609F79,BB_B,A_POSITIVE,PLATELETS,2024-12-31,2025-01-05,DISPATCHED,PASSED,Shelf-A2,DON_00200
BU-C486EE33,BB_B,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,RECEIVED,PASSED,Fridge-1,DON_00409
BU-3A45A4E7,HOSP_A,O_POSITIVE,PLATELETS,2024-12-31,2025-01-05,AVAILABLE,PASSED,Shelf-B1,DON_00667
BU-9BDF72A6,HOSP_E,A_NEGATIVE,PLASMA,2024-12-24,2025-12-24,RECEIVED,PASSED,Fridge-2,DON_00745
BU-A8F33734,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-12-31,2025-02-04,QUARANTINED,FAILED,Fridge-3,DON_00441
BU-3B2D76CB,HOSP_C,A_POSITIVE,WHOLE_BLOOD,2024-12-27,2025-01-31,RESERVED,REVIEW_REQUIRED,Fridge-2,DON_00512
BU-590303C7,BB_B,O_POSITIVE,RBC,2024-11-22,2025-01-03,AVAILABLE,PASSED,Shelf-B2,DON_00278
BU-C4B95FB3,BB_A,O_POSITIVE,RBC,2024-12-07,2025-01-18,RESERVED,FAILED,Shelf-A1,DON_00163
BU-5257B934,HOSP_D,A_NEGATIVE,PLASMA,2024-11-18,2025-11-18,AVAILABLE,PASSED,Shelf-B1,DON_00724
BU-060E5D12,BB_B,O_NEGATIVE,WHOLE_BLOOD,2024-12-27,2025-01-31,USED,PASSED,Platelet-Agitator-1,DON_00179
BU-A4BA8673,HOSP_C,B_NEGATIVE,RBC,2024-12-23,2025-02-03,RECEIVED,FAILED,Shelf-C1,DON_00797
BU-AB9DA3B2,HOSP_B,A_POSITIVE,PLASMA,2024-03-21,2025-03-21,QUARANTINED,FAILED,Shelf-A2,DON_00147
BU-304333C3,BB_A,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,QUARANTINED,REVIEW_REQUIRED,Shelf-A1,DON_00090
BU-7DD28D45,HOSP_D,B_POSITIVE,PLASMA,2024-12-14,2025-12-14,RECEIVED,PASSED,Shelf-A2,DON_00755
